,Patch,Original,Category,Tool,DIFF,COMP,Detected,Fixed,Consistent,sanity_check,mitigates,patch_link,original_link,diff_link,exploit_link
205,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06/0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06/0x958a8f594101d2c0485a52319f29b2647f2ebc06.diff,non-exploitable
206,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.diff,non-exploitable
207,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,unchecked_low_level_calls,sGuard,True,True,0.0,0.0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_test.js
208,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,unchecked_low_level_calls,sGuard,True,False,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.diff,non-exploitable
209,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,unchecked_low_level_calls,sGuard,True,True,0.0,0.0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.diff,non-exploitable
210,lotto.sol,lotto.sol,unchecked_low_level_calls,sGuard,True,True,0.0,0.0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/lotto/lotto.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/lotto.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/lotto/lotto.diff,non-exploitable
211,0xbaa3de6504690efb064420d89e871c27065cdd52.sol,0xbaa3de6504690efb064420d89e871c27065cdd52.sol,unchecked_low_level_calls,sGuard,False,True,,,,,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52/0xbaa3de6504690efb064420d89e871c27065cdd52.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52/0xbaa3de6504690efb064420d89e871c27065cdd52.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/None
212,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,unchecked_low_level_calls,sGuard,False,True,,,,,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5c.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/None
213,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,unchecked_low_level_calls,sGuard,False,True,,,,,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/None
214,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,unchecked_low_level_calls,sGuard,True,True,0.0,0.0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.diff,non-exploitable
215,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.diff,non-exploitable
216,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,unchecked_low_level_calls,sGuard,False,True,,,,,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/None
217,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.diff,non-exploitable
218,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d/0xf2570186500a46986f3139f65afedc2afe4f445d.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d/0xf2570186500a46986f3139f65afedc2afe4f445d.diff,non-exploitable
219,etherpot_lotto.sol,etherpot_lotto.sol,unchecked_low_level_calls,sGuard,True,True,,,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/etherpot_lotto.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,non-exploitable
220,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.diff,non-exploitable
221,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.diff,non-exploitable
222,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.diff,non-exploitable
223,mishandled.sol,mishandled.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/mishandled/mishandled.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/mishandled.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/mishandled/mishandled.diff,non-exploitable
224,unchecked_return_value.sol,unchecked_return_value.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/unchecked_return_value/unchecked_return_value.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/unchecked_return_value.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/unchecked_return_value/unchecked_return_value.diff,non-exploitable
225,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,unchecked_low_level_calls,sGuard,False,True,,,,,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431/0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431/0xa1fceeff3acc57d257b917e30c4df661401d6431.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/None
226,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,unchecked_low_level_calls,sGuard,False,True,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.diff,non-exploitable
